LicenseNumber,BusinessType,BusinessName,Address,City,State,ZIP Code,County,PhoneNumber,IssueDate,ExpirationDate,Classification(s),Status,SuretyCompany,ContractorBondNumber,BondEffectiveDate,BondCancellationDate,WorkersCompCoverageType,WorkersCompInsuranceCompany,WorkersCompPolicyNumber,EffectiveDate,ExpirationDate1,CancellationDate,WorkersCompSuspendDate,Contact Name,Company Email,Phone,Website,Minority / Ethnic Owned,Evidence URL,Evidence Type
1105003,Corporation,DX COOLING & HEATING INC,P O BOX 1088,PITTSBURG,CA,94565,Contra Costa,(925) 799 2151,05/19/2023,05/31/2027,C-4| C20,CLEAR,HUDSON INSURANCE COMPANY,30118011,04/26/2023,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC03020701,04/28/2025,04/28/2026,,,,,,,Unknown,,
882881,Sole Owner,KAZEN CUSTOM HEATING & AIR,307 ROBIN CIRCLE,VACAVILLE,CA,95687,Solano,(707) 689 7204,08/18/2006,08/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC6354121,01/01/2023,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG522355902,04/24/2025,04/24/2026,,,,,,,Unknown,,
959418,Sole Owner,S O S PLUMBING HEATING & AIR,3001-26 BAYSHORE ROAD,BENICIA,CA,94510,Solano,(707) 745 3545,03/29/2011,03/31/2027,C20| C36,CLEAR,BUSINESS ALLIANCE INSURANCE COMPANY,G71107768322,01/01/2023,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9377342,03/26/2025,03/25/2026,,,,,,,Unknown,,
888948,Sole Owner,CHRISTY PLUMBING,1030 PUTNAM STREET,ANTIOCH,CA,94509,Contra Costa,(925) 776 4835,01/06/2007,01/31/2027,B| C20| C36,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100739478,04/03/2023,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9383600,07/08/2025,07/08/2026,,,,,,,Unknown,,
466610,Sole Owner,JIM'S AIR CONDITIONING SERVICE,917 QUERCUS,SUNNYVALE,CA,94086,Santa Clara,(408) 733 7000,11/27/1984,11/30/2026,ASB| C20,CLEAR,ATLANTIC SPECIALTY INSURANCE COMPANY,810025473,09/01/2025,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC01409102,01/01/2025,01/01/2026,,,,,,,Unknown,,
911388,Sole Owner,BLUE PACIFIC HEATING & AIR,195 OLYMPIC CIRCLE,VACAVILLE,CA,95687,Solano,(707) 280 4978,02/27/2008,02/28/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100953520,04/24/2025,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG5190013,03/05/2025,03/05/2026,,,,,,,Unknown,,
861385,Corporation,C T C DESIGN INC,809 LAUREL ST #429,SAN CARLOS,CA,94070,San Mateo,(408) 551 0707,07/13/2005,12/31/2025,C20,CLEAR,UNITED SURETY INSURANCE COMPANY,UCSX900X1294,05/08/2023,,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,51WECTS6464,06/15/2024,06/15/2026,,,,,,,Unknown,,
946359,Corporation,1 HOUR DRAIN HOTSHOT RESTORATION,1154 UTOPIA PL,SAN JOSE,CA,95127,Santa Clara,(408) 825 1362,04/27/2010,02/28/2026,B| C20| C36| C43| D12,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF614376,02/13/2023,,Workers' Compensation Insurance,FLORISTS MUTUAL INSURANCE COMPANY,A0288106005,09/01/2025,09/01/2026,,,,,,,Unknown,,
1073481,Corporation,ANTOM CONSTRUCTION INC,6412 SPRING MEADOW CT,SAN JOSE,CA,95135,Santa Clara,(408) 964 0541,02/19/2021,02/28/2027,B| C10| C20,CLEAR,MERCHANTS BONDING COMPANY (MUTUAL),100145384,07/10/2023,,Workers' Compensation Insurance,MID-CENTURY INSURANCE COMPANY,B09488807,01/10/2023,01/10/2026,,,,,,,Unknown,,
1085930,Sole Owner,CHP MECHANICAL,1102 VALBUSA DRIVE,GILROY,CA,95020,Santa Clara,(408) 931 4862,01/10/2022,01/31/2026,C20,CLEAR,HUDSON INSURANCE COMPANY,30115063,03/01/2023,,Workers' Compensation Insurance,MARKEL INSURANCE COMPANY,MWC020784603,12/01/2024,12/01/2025,,,,,,,Unknown,,
1127593,Corporation,TESLA CONSTRUCTION INC,901 PAGE AVENUE,FREMONT,CA,94538,Alameda,(844) 837 5201,10/10/2024,10/31/2026,A| B| C10| C16| C20,CLEAR,LIBERTY MUTUAL INSURANCE COMPANY,070222869,10/01/2024,,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,EWS107458508,10/31/2025,10/31/2026,,,,,,,Unknown,,
1125372,Corporation,HQR AIR INC,1070 CONCORD AVE STE 180,CONCORD,CA,94520,Contra Costa,(925) 503 0070,08/20/2024,08/31/2026,C20,CLEAR,MERCHANTS BONDING COMPANY (MUTUAL),101572815,07/21/2025,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9365203,08/15/2024,08/15/2026,,,,,,,Unknown,,
407649,Corporation,BP AIR,780 YUBA DRIVE,MOUNTAIN VIEW,CA,94041,Santa Clara,(650) 967 0248,07/02/1981,03/31/2026,C20,CLEAR,OHIO CASUALTY INSURANCE COMPANY (THE),549770C,01/01/2023,,Workers' Compensation Insurance,OAK RIVER INSURANCE COMPANY,BIWC640886,10/01/2025,10/01/2026,,,,,,,Unknown,,
668002,Corporation,EAGLE AIR,5542 BRISA ST,LIVERMORE,CA,94550,Alameda,(925) 443 2665,03/24/1993,03/31/2027,C20| C46,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100847884,04/03/2024,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG492741003,02/01/2025,02/01/2026,,,,,,,Unknown,,
759062,Sole Owner,BAY AIR H V A C SERVICES,934 TERMINAL WAY,SAN CARLOS,CA,94070,San Mateo,(650) 592 3500,02/11/1999,02/28/2027,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF611871,01/01/2023,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,TES4568505,03/01/2025,03/01/2026,,,,,,,Unknown,,
771434,Sole Owner,ICE AGE ENVIROMENTAL,P O BOX 1864,GILROY,CA,95021,Santa Clara,(408) 665 6169,11/15/1999,11/30/2027,C20,CLEAR,WESTERN SURETY COMPANY,64825250,01/01/2023,,Workers' Compensation Insurance,MARKEL INSURANCE COMPANY,MWC020799801,12/15/2024,12/15/2025,,,,,,,Unknown,,
1133034,Sole Owner,ADVANCED TECHNICAL HVAC,560 GLENMOOR CIR,MILPITAS,CA,95035,Santa Clara,(650) 222 0925,02/12/2025,02/28/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100923763,01/24/2025,,Workers' Compensation Insurance,EMPLOYERS COMPENSATION INSURANCE COMPANY,EIG585235700,01/27/2025,01/27/2026,,,,,,,Unknown,,
1088603,Corporation,COMPLETE CARE HEATING AND AIR CONDITIONING INC,5706 OSAGE PL,CONCORD,CA,94521,Contra Costa,(925) 570 1603,03/15/2022,03/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100635846,01/01/2023,,Workers' Compensation Insurance,WESCO INSURANCE COMPANY,WEP3805475,09/22/2025,09/22/2026,,,,,,,Unknown,,
1048875,Corporation,SVS HOME COMFORT,701 KINGS ROW 31C,SAN JOSE,CA,95112,Santa Clara,(408) 277 0398,01/11/2019,01/31/2027,C20,CLEAR,NATIONWIDE MUTUAL INSURANCE COMPANY,7901087480,01/01/2023,,Workers' Compensation Insurance,INSURANCE COMPANY OF THE WEST,WSA506411703,01/09/2024,01/09/2026,,,,,,,Unknown,,
773400,Corporation,D & W HVAC INC,1366 BRUSSELS STREET,SAN FRANCISCO,CA,94134,San Francisco,(415) 828 4210,01/07/2000,05/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100097949,01/01/2023,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9328898,12/06/2022,12/06/2026,,,,,,,Unknown,,
1123578,Sole Owner,HUBERT'S HVAC,581 MANZANO ST,MILPITAS,CA,95035,Santa Clara,(408) 621 6783,07/12/2024,07/31/2026,C20,CLEAR,WESTERN SURETY COMPANY,67497060,05/21/2025,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,TES4639537,07/12/2025,07/12/2026,,,,,,,Unknown,,
737768,Corporation,AIR CONTROL,80 CAROLYN CT,LAFAYETTE,CA,94549,Contra Costa,(925) 938 4822,07/03/1997,07/31/2027,C20,CLEAR,,JT022555,10/31/2025,,Workers' Compensation Insurance,AMERICAN CASUALTY COMPANY OF READING PA,7039133153,01/06/2025,01/06/2026,,,,,,,Unknown,,
1095334,Sole Owner,RED FOX HEATING & COOLING,2546 HAVENSCOURT BLVD,OAKLAND,CA,94605,Alameda,(510) 926 9479,08/12/2022,08/31/2026,C20,CLEAR,WESTERN SURETY COMPANY,66702416,08/02/2023,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG518322302,02/16/2025,02/16/2026,,,,,,,Unknown,,
760264,Sole Owner,WOLVES HVAC MECHANICAL,P O BOX 5456,SOUTH SAN FRANCISCO,CA,94083,San Mateo,(415) 584 2743,03/11/1999,03/31/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100930168,01/27/2025,,Workers' Compensation Insurance,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,RIWC625908,04/12/2025,04/12/2026,,,,,,,Unknown,,
717720,Sole Owner,A T MECHANICAL,419 BANNING WAY,VALLEJO,CA,94591,Solano,(510) 604 5832,01/18/1996,12/31/2026,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF615398,01/01/2023,,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,57WECDX3968,07/29/2025,03/15/2026,,,,,,,Unknown,,
826201,Corporation,RESCUE AIR SERVICE INC,6007 MAJORCA COURT,SAN JOSE,CA,95120,Santa Clara,(408) 655 9916,10/17/2003,11/30/2027,C20,CLEAR,MERCHANTS BONDING COMPANY (MUTUAL),101583451,11/06/2025,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SWC1562532,06/23/2025,06/23/2026,,,,,,,Unknown,,
392967,Corporation,AYOOB & PEERY PLUMBING CO INC,975 INDIANA ST,SAN FRANCISCO,CA,94107,San Francisco,(415) 550 0975,09/08/1980,09/30/2026,B| C-4| C16| C20| C36,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC6062590,01/01/2023,,Workers' Compensation Insurance,TRAVELERS CASUALTY AND SURETY COMPANY OF AMERICA,UB1X0022612526G,08/31/2025,08/31/2026,,,,,,,Unknown,,
698079,Corporation,APPLE HEATING & AIR INC,722 CALLAWAY ST,SAN LEANDRO,CA,94577,Alameda,(510) 459 8868,10/31/1994,01/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100376469,01/01/2023,,Workers' Compensation Insurance,MID-CENTURY INSURANCE COMPANY,A09601490,11/01/2023,11/01/2026,,,,,,,Unknown,,
235989,Corporation,ACE FURNACE COMPANY INC,P O BOX 295,SOUTH SAN FRANCISCO,CA,94083,San Mateo,(415) 661 8000,07/12/1965,09/30/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100232559,01/01/2023,,Workers' Compensation Insurance,CONTINENTAL CASUALTY COMPANY,8035628062,08/21/2025,08/21/2026,,,,,,,Unknown,,
1041070,Partnership,VACAVILLE HEATING AND AIR CONDITIONING,2398 FLATLEY CIRCLE,FAIRFIELD,CA,94533,Solano,(707) 393 0106,06/25/2018,06/30/2026,C20,CLEAR,HUDSON INSURANCE COMPANY,30119052,05/20/2023,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC03135400,06/01/2024,06/01/2026,,,,,,,Unknown,,
818473,Sole Owner,PELAYO HEATING AND AIR CONDITIONING,2489 OAKMONT CT,FAIRFIELD,CA,94533,Solano,(707) 434 8622,04/01/2003,04/30/2027,C20,CLEAR,HUDSON INSURANCE COMPANY,30111944,02/15/2023,,Workers' Compensation Insurance,MARKEL INSURANCE COMPANY,MWC020994503,01/27/2025,01/27/2026,,,,,,,Unknown,,
838044,Corporation,ELLIOTT AIR SYSTEMS INC,35991 RUSCHIN DR,NEWARK,CA,94560,Alameda,(925) 837 7201,05/12/2004,01/31/2028,C20,CLEAR,OHIO CASUALTY INSURANCE COMPANY (THE),740078C,01/01/2023,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9140689,01/01/2024,04/01/2026,,,,,,,Unknown,,
1062552,Limited Liability,VILLQUIN AIR SERVICES LLC,27343 INDUSTRIAL BLVD UNIT H,HAYWARD,CA,94545,Alameda,(510) 969 4380,01/22/2020,01/31/2026,C10| C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF623144,12/30/2023,,Workers' Compensation Insurance,MID-CENTURY INSURANCE COMPANY,A09513359,04/21/2025,04/24/2026,,,,,,,Unknown,,
986098,Sole Owner,MATAFIED MECHANICAL,1848 STERLING PLACE,LIVERMORE,CA,94550,Alameda,(925) 784 8108,08/16/2013,08/31/2027,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF626802,05/30/2024,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG493194003,02/24/2025,02/24/2026,,,,,,,Unknown,,
826376,Corporation,AIR PRODUCTS GROUP INC,1045 N 10TH STREET STE C,SAN JOSE,CA,95112,Santa Clara,(408) 924 0400,10/22/2003,10/31/2027,C10| C20,CLEAR,HUDSON INSURANCE COMPANY,30125852,07/28/2023,,Workers' Compensation Insurance,MASSACHUSETTS BAY INSURANCE COMPANY,WDFJ884514,11/01/2025,11/01/2026,,,,,,,Unknown,,
871499,Sole Owner,A G HEATING & AIR CONDITIONING,P O BOX 1283,DISCOVERY BAY,CA,94505,Contra Costa,(925) 584 0800,01/25/2006,01/31/2026,C20| D03,CLEAR,BUSINESS ALLIANCE INSURANCE COMPANY,G130110809821,01/05/2023,01/07/2026,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC02396702,08/02/2025,08/02/2026,,,,,,,Unknown,,
182224,Corporation,BOUDREAU JOHN A PLUMBING AND HEATING INC,868 WARRINGTON AVE,REDWOOD CITY,CA,94063,San Mateo,(650) 366 5393,04/02/1959,04/30/2027,C20| C36,CLEAR,HUDSON INSURANCE COMPANY,30138047,03/16/2024,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG522175502,04/04/2025,04/04/2026,,,,,,,Unknown,,
636428,Corporation,AIR - CON MECHANICAL SERVICES INC,2136 STEWART AVE,WALNUT CREEK,CA,94596,Contra Costa,(925) 279 3330,01/22/1992,07/31/2026,C10| C20| C36,CLEAR,UNITED SURETY INSURANCE COMPANY,UCSX372X6561,03/13/2023,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG510510703,11/09/2025,11/09/2026,,,,,,,Unknown,,
1110508,Corporation,THOREN CONSTRUCTION INC,PO BOX 1281,MILLBRAE,CA,94030,San Mateo,(650) 333 0594,09/25/2023,09/30/2027,B| C10| C12| C20| C36,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100782349,07/26/2023,,Workers' Compensation Insurance,AMERICAN INSURANCE COMPANY,WC1598986001,08/28/2025,08/28/2026,,,,,,,Unknown,,
1127709,Corporation,NORTH BREEZE INC,16323 HAMSHER CT,LOS GATOS,CA,95032,Santa Clara,(408) 581 2241,10/11/2024,10/31/2026,C20| C38,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100892908,09/27/2024,,Workers' Compensation Insurance,,TWP4682375,10/04/2025,10/04/2026,,,,,,,Unknown,,
558197,Corporation,CP MECHANICAL,720 SOUTH AMPHLETT BLVD,SAN MATEO,CA,94402,San Mateo,(650) 299 9070,02/23/1989,11/30/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC6037220,01/01/2023,,Workers' Compensation Insurance,UNITED FIRE & CASUALTY COMPANY,WC10171005291,07/01/2025,07/01/2026,,,,,,,Unknown,,
605547,Sole Owner,CAPELLA HEATING AND AIR CONDITIONING,P O BOX 21406,SAN JOSE,CA,951511406,Santa Clara,(408) 387 3496,10/29/1990,10/31/2026,C20,CLEAR,NATIONWIDE MUTUAL INSURANCE COMPANY,7901205715,06/25/2025,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC02241602,07/01/2025,07/01/2026,,,,,,,Unknown,,
685160,Sole Owner,THV QUALITY CONSTRUCTION AND HVAC,1236 CULPEPPER DRIVE,SAN JOSE,CA,95121,Santa Clara,(408) 666 8886,03/14/1994,03/31/2026,A| B| C10| C20| C36,CLEAR,WESTERN SURETY COMPANY,67388413,02/13/2025,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC01992402,05/15/2025,05/15/2026,,,,,,,Unknown,,
1046409,Sole Owner,ACE MECHANICAL,4005 PACHECO PASS HWY,GILROY,CA,95020,Santa Clara,(408) 430 9713,11/01/2018,11/30/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100412009,01/01/2023,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SWC1529242,01/01/2025,01/01/2026,,,,,,,Unknown,,
638992,Corporation,SIGNAL HEATING & AIR CONDITIONING,"111 LINDBERGH AVE,SUITE C",LIVERMORE,CA,94551,Alameda,(925) 371 0122,03/09/1992,03/31/2026,C20,CLEAR,HUDSON INSURANCE COMPANY,30134537,11/21/2023,,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,WC551379908,10/01/2025,10/01/2026,,,,,,,Unknown,,
1029372,Corporation,LE H V A C THE,772 PINTO DR,SAN JOSE,CA,95111,Santa Clara,(408) 429 5361,07/27/2017,07/31/2027,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF640942,01/13/2025,,Workers' Compensation Insurance,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,N9WC984127,06/11/2025,06/11/2026,,,,,,,Unknown,,
778556,Corporation,ASCO SERVICE INC,575 SOUTHSIDE DR. B,GILROY,CA,95020,Santa Clara,(408) 846 6499,05/09/2000,05/31/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100089021,01/01/2023,,Workers' Compensation Insurance,SECURITY NATIONAL INSURANCE COMPANY,SWC1530613,01/12/2025,01/12/2026,,,,,,,Unknown,,
638764,Sole Owner,RIVERA HEATING & AIR CONDITIONING,620 MAPLE STREET,REDWOOD CITY,CA,94063,San Mateo,(650) 533 8323,03/02/1992,04/30/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100991618,09/04/2025,,Workers' Compensation Insurance,FARMERS INSURANCE EXCHANGE,A09526477,10/22/2025,10/22/2026,,,,,,,Unknown,,
188225,Corporation,PIERCE J R PLUMBING COMPANY,14481 WICKS BLVD,SAN LEANDRO,CA,94577,Alameda,(510) 483 5473,12/01/1959,12/31/2025,C-4| C16| C20| C36| C42,CLEAR,OHIO CASUALTY INSURANCE COMPANY (THE),32S591990,01/01/2023,,Workers' Compensation Insurance,REDWOOD FIRE AND CASUALTY INSURANCE CO,JRWC627021,10/01/2025,10/01/2026,,,,,,,Unknown,,
851335,Corporation,ALL AIR MECHANICAL CONTRACTORS INC,535 RAILROAD AVENUE,SOUTH SAN FRANCISCO,CA,94080,San Mateo,(650) 615 0248,12/16/2004,12/31/2026,C20| C43,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100397991,01/01/2023,,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,WC0144043,10/01/2023,10/01/2026,,,,,,,Unknown,,
1051358,Sole Owner,RASHID SALEHI SEYEDMOSTAFA,869 HAMPSWOOD WAY,SAN JOSE,CA,95120,Santa Clara,(408) 901 9625,03/15/2019,03/31/2027,C20| C36,CLEAR,HUDSON INSURANCE COMPANY,30033782,01/01/2023,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC01924302,04/30/2025,04/30/2026,,,,,,,Unknown,,
1084309,Sole Owner,WESTCOLD SERVICES,2660 KEVIN RD,SAN PABLO,CA,94806,Contra Costa,(510) 518 8149,11/30/2021,11/30/2027,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100965553,06/05/2025,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC02843501,02/05/2025,02/05/2026,,,,,,,Unknown,,
976065,Corporation,CINNAMON ENERGY SYSTEMS INC,809 UNIVERSITY AVENUE,LOS GATOS,CA,95032,Santa Clara,(408) 883 7000,08/24/2012,08/31/2026,B| C10| C20| C46,CLEAR,ATLANTIC SPECIALTY INSURANCE COMPANY,810025502,08/14/2025,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9378641,04/16/2025,04/16/2026,,,,,,,Unknown,,
978201,Corporation,MAYEN HVAC SERVICES,1872 EVERGREEN ST,SAN MATEO,CA,94401,San Mateo,(415) 424 1596,10/27/2012,01/31/2026,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF624468,01/22/2024,,Workers' Compensation Insurance,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,N9WC886430,06/03/2025,06/03/2026,,,,,,,Unknown,,
416198,Corporation,MARINA MECHANICAL SERVICES,4763 BENNETT DRIVE,LIVERMORE,CA,94551,Alameda,(510) 614 3500,12/31/1981,12/31/2027,C-2| C-4| C10| C20| C36| C38| C43,CLEAR,THE GUARANTEE COMPANY OF NORTH AMERICA USA,12045155,01/01/2023,,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,WC600480100,11/01/2025,11/01/2026,,,,,,,Unknown,,
982928,Sole Owner,B O A MECHANICAL SERVICES,2599 WHISPERING HILLS CIRCLE,SAN JOSE,CA,95148,Santa Clara,(408) 609 2700,04/20/2013,04/30/2027,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF616017,03/01/2023,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC01494802,01/09/2025,01/09/2026,,,,,,,Unknown,,
293715,Corporation,BERKELEY PLUMBING & HEATING COMPANY INC,2160 DWIGHT WAY,BERKELEY,CA,94704,Alameda,(510) 845 8200,04/18/1974,03/31/2026,C-4| C16| C20| C36| C42| C43,CLEAR,NATIONWIDE MUTUAL INSURANCE COMPANY,7901204115,02/10/2025,,Workers' Compensation Insurance,PACIFIC COMPENSATION INSURANCE COMPANY,WC1025354,11/01/2024,11/01/2026,,,,,,,Unknown,,
454066,Sole Owner,CERTIFIED COMFORT HEATING & AIR CONDITIONING SERVICE,P O BOX 194,VACAVILLE,CA,95696,Solano,(707) 446 3080,03/23/1984,03/31/2026,C20,CLEAR,PLATTE RIVER INSURANCE COMPANY,A270095127,10/01/2025,,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,EIG556963601,07/21/2025,07/21/2026,,,,,,,Unknown,,
265318,Corporation,JENSEN H C PLUMBING INC,9 SHELBY HILL LANE,DANVILLE,CA,94526,Contra Costa,(925) 837 4450,09/25/1970,04/30/2026,C20| C36| C43,CLEAR,WESTERN SURETY COMPANY,66578046,03/13/2023,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9328974,12/07/2022,12/07/2026,12/07/2025,,,,,,Unknown,,
918015,Sole Owner,G B C ELECTRICAL & HVAC SERVICES,284 GARDEN STONE PL,FAIRFIELD,CA,94533,Solano,(510) 650 8775,06/21/2008,06/30/2026,C10| C20,CLEAR,,JT018800,07/11/2025,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC02341202,07/21/2025,07/21/2026,,,,,,,Unknown,,
1008106,Corporation,MILLER & SONS L T D,38379 CANYON HEIGHTS DR,FREMONT,CA,94536,Alameda,(510) 427 6109,10/13/2015,10/31/2027,C20,CLEAR,,BX0072511,08/26/2025,,Workers' Compensation Insurance,,KWC1408839,08/26/2025,08/26/2026,,,,,,,Unknown,,
1057544,Sole Owner,FIRST CHOICE HEATING & AIR CONDITIONING,521 EAST J STREET,BENICIA,CA,94510,Solano,(707) 853 7360,08/28/2019,08/31/2027,C20,CLEAR,WESTERN SURETY COMPANY,67025101,08/08/2024,,Workers' Compensation Insurance,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,N9WC499416,04/22/2025,04/22/2026,,,,,,,Unknown,,
809545,Sole Owner,TRANS BAY AIR,P O BOX 3027,SAN RAMON,CA,94583,Contra Costa,(510) 504 5940,06/17/2002,06/30/2026,C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC6326280,01/01/2023,,Workers' Compensation Insurance,AMERICAN FIRE AND CASUALTY COMPANY,7039126641,12/30/2024,12/30/2025,,,,,,,Unknown,,
963768,Sole Owner,SUPREME AIR MECHANICAL,360 KINGS ROAD,BRISBANE,CA,94005,San Mateo,(925) 586 3301,07/27/2011,07/31/2027,C20,CLEAR,NORTH RIVER INSURANCE COMPANY (THE),04CF609794,01/01/2023,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC03176401,06/30/2025,06/30/2026,,,,,,,Unknown,,
1004724,Corporation,C S L CONSTRUCTION INC,42660 PHILADELPHIA PLACE,FREMONT,CA,94539,Alameda,(408) 666 6847,06/24/2015,06/30/2027,B| C20,CLEAR,MERCHANTS BONDING COMPANY (MUTUAL),101491162,04/12/2025,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9168036,10/14/2016,10/14/2026,,,,,,,Unknown,,
817112,Corporation,ROCHA'S COMPANY INC,2191 MONTICELLO AVENUE,SAN JOSE,CA,95125,Santa Clara,(408) 593 7405,02/05/2003,05/31/2026,B| C20,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100843829,05/15/2024,,Workers' Compensation Insurance,,ONCC1082805,02/05/2025,02/05/2026,,,,,,,Unknown,,
1086260,Corporation,RSB CONSTRUCTION GROUP INC,58 WEST PORTAL AVE 150,SAN FRANCISCO,CA,94127,San Francisco,(415) 916 9266,01/19/2022,01/31/2026,A| B| C10| C16| C20| C36,CLEAR,,,,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9362261,06/30/2024,06/30/2026,,,,,,,Unknown,,
1085308,Sole Owner,TWIN FLAMES SERVICES HVAC & TITLE 24 DUCT TESTING,395 MARINA ROAD,BAY POINT,CA,94565,Contra Costa,(925) 239 8665,12/22/2021,12/31/2025,C20,CLEAR,WESTERN SURETY COMPANY,67096711,10/29/2024,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC01991602,05/11/2025,05/11/2026,,,,,,,Unknown,,
711045,Sole Owner,R C AIR,BOX 612078,SAN JOSE,CA,95161,Santa Clara,(510) 701 0620,08/10/1995,08/31/2027,C20,CLEAR,WESTERN SURETY COMPANY,66889645,04/06/2024,,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,CWC02257002,10/01/2025,06/30/2026,,,,,,,Unknown,,
